household_key,voucher_recommendation_rank,recommended_item,recommended_item_group,predicted_purchase_score,strongest_purchased_anchor_item,strongest_purchased_anchor_group,anchor_item_similarity,household_eligible_item_count,recommended_item_basket_count,score_method,diversity_relaxed_flag
5,2,TROPICAL FRUIT,PRODUCE,0.3177848192486958,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,75,32466,top_5_filtered_similarity_mean,0
5,3,PORK,MEAT,0.24791236641649245,BEEF,MEAT,0.3058265786268862,75,12371,top_5_filtered_similarity_mean,0
50,1,BEEF,MEAT,0.3451314220461449,BAKED BREAD/BUNS/ROLLS,GROCERY,0.39976606740901244,53,36695,top_5_filtered_similarity_mean,0
50,2,EGGS,GROCERY,0.3324233432099738,FLUID MILK PRODUCTS,GROCERY,0.3929214210952837,53,27866,top_5_filtered_similarity_mean,0
50,3,DELI MEATS,DELI,0.2688785464326188,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,53,17114,top_5_filtered_similarity_mean,0
500,1,BAKED BREAD/BUNS/ROLLS,GROCERY,0.32007818526829845,TROPICAL FRUIT,PRODUCE,0.36755924700410825,19,60263,top_5_filtered_similarity_mean,0
500,2,BEEF,MEAT,0.2847614513885006,VEGETABLES - SHELF STABLE,GROCERY,0.35804043353862086,19,36695,top_5_filtered_similarity_mean,0
500,3,LUNCHMEAT,MEAT-PCKGD,0.21779117893292463,TROPICAL FRUIT,PRODUCE,0.2229504762940033,19,23697,top_5_filtered_similarity_mean,0
501,1,EGGS,GROCERY,0.3366765410818301,FLUID MILK PRODUCTS,GROCERY,0.3929214210952837,64,27866,top_5_filtered_similarity_mean,0
501,2,LUNCHMEAT,MEAT-PCKGD,0.30792961782186057,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3602845074558083,64,23697,top_5_filtered_similarity_mean,0
501,3,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,64,11320,top_5_filtered_similarity_mean,0
502,1,BEANS - CANNED GLASS & MW,GROCERY,0.25488649197794444,VEGETABLES - SHELF STABLE,GROCERY,0.3400501483841249,121,9495,top_5_filtered_similarity_mean,0
502,2,APPLES,PRODUCE,0.25397193898674997,TROPICAL FRUIT,PRODUCE,0.31575158289636746,121,13210,top_5_filtered_similarity_mean,0
502,3,BREAD,PASTRY,0.14702932957141637,CHEESE,GROCERY,0.15576074985195162,121,7954,top_5_filtered_similarity_mean,0
503,1,BAKED SWEET GOODS,GROCERY,0.263708683466105,BAKED BREAD/BUNS/ROLLS,GROCERY,0.30633371903747186,185,18680,top_5_filtered_similarity_mean,0
503,2,PORK,MEAT,0.24791236641649245,BEEF,MEAT,0.3058265786268862,185,12371,top_5_filtered_similarity_mean,0
503,3,MUSHROOMS,PRODUCE,0.17776597519732318,ONIONS,PRODUCE,0.19739962728198437,185,4735,top_5_filtered_similarity_mean,0
504,1,MILK BY-PRODUCTS,GROCERY,0.29464073408766606,CHEESE,GROCERY,0.35946949395637046,77,19695,top_5_filtered_similarity_mean,0
504,2,DELI MEATS,DELI,0.2688785464326188,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,77,17114,top_5_filtered_similarity_mean,0
504,3,VEGETABLES - ALL OTHERS,PRODUCE,0.2663437637831442,ONIONS,PRODUCE,0.29553283050427526,77,16345,top_5_filtered_similarity_mean,0
505,1,EGGS,GROCERY,0.33000923277123134,FLUID MILK PRODUCTS,GROCERY,0.3929214210952837,23,27866,top_5_filtered_similarity_mean,0
505,2,TROPICAL FRUIT,PRODUCE,0.31764848460375783,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,23,32466,top_5_filtered_similarity_mean,0
505,3,LUNCHMEAT,MEAT-PCKGD,0.30792961782186057,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3602845074558083,23,23697,top_5_filtered_similarity_mean,0
506,1,VEGETABLES - ALL OTHERS,PRODUCE,0.28267885053451364,ONIONS,PRODUCE,0.29553283050427526,109,16345,top_5_filtered_similarity_mean,0
506,2,YOGURT,GROCERY,0.27724396853637334,FLUID MILK PRODUCTS,GROCERY,0.299378740169095,109,17594,top_5_filtered_similarity_mean,0
506,3,BREAKFAST SAUSAGE/SANDWICHES,MEAT-PCKGD,0.24129181378349335,EGGS,GROCERY,0.25885355017337613,109,10971,top_5_filtered_similarity_mean,0
507,1,YOGURT,GROCERY,0.27724396853637334,FLUID MILK PRODUCTS,GROCERY,0.299378740169095,96,17594,top_5_filtered_similarity_mean,0
507,2,ONIONS,PRODUCE,0.2706547371374842,POTATOES,PRODUCE,0.28343653913621447,96,15553,top_5_filtered_similarity_mean,0
507,3,BACON,MEAT-PCKGD,0.2488796177918003,EGGS,GROCERY,0.2782867893324901,96,10864,top_5_filtered_similarity_mean,0
508,1,TROPICAL FRUIT,PRODUCE,0.3256148474533174,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,93,32466,top_5_filtered_similarity_mean,0
508,2,DINNER MXS:DRY,GROCERY,0.29201544511009053,MEAT - SHELF STABLE,GROCERY,0.3028661333919106,93,13302,top_5_filtered_similarity_mean,0
508,3,HAIR CARE PRODUCTS,DRUG GM,0.14477455032402825,FLUID MILK PRODUCTS,GROCERY,0.15484663784347685,93,7933,top_5_filtered_similarity_mean,0
509,1,CHEESE,GROCERY,0.39310792457512433,BAKED BREAD/BUNS/ROLLS,GROCERY,0.4500893368435206,34,46856,top_5_filtered_similarity_mean,0
509,2,TROPICAL FRUIT,PRODUCE,0.313270399470363,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,34,32466,top_5_filtered_similarity_mean,0
509,3,DELI MEATS,DELI,0.24090184369966883,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,34,17114,top_5_filtered_similarity_mean,0
51,1,VEGETABLES - SHELF STABLE,GROCERY,0.3317318168679626,BEEF,MEAT,0.35804043353862086,109,22588,top_5_filtered_similarity_mean,0
51,2,ONIONS,PRODUCE,0.2700081371128718,POTATOES,PRODUCE,0.28343653913621447,109,15553,top_5_filtered_similarity_mean,0
51,3,HOT DOGS,MEAT-PCKGD,0.24488868107725228,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3003419980271218,109,10921,top_5_filtered_similarity_mean,0
510,1,MUSHROOMS,PRODUCE,0.17776597519732318,ONIONS,PRODUCE,0.19739962728198437,184,4735,top_5_filtered_similarity_mean,0
510,2,SALADS/DIPS,DELI,0.1430545098429076,DELI MEATS,DELI,0.16129122631854456,184,6019,top_5_filtered_similarity_mean,0
510,3,OLIVES,GROCERY,0.12709096823922583,CHEESE,GROCERY,0.1360104012698673,184,2641,top_5_filtered_similarity_mean,0
511,1,COLD CEREAL,GROCERY,0.3275718847560894,FLUID MILK PRODUCTS,GROCERY,0.40360671489083316,112,25128,top_5_filtered_similarity_mean,0
511,2,APPLES,PRODUCE,0.2522396962151765,TROPICAL FRUIT,PRODUCE,0.31575158289636746,112,13210,top_5_filtered_similarity_mean,0
511,3,FROZEN MEAT,MEAT-PCKGD,0.20665363864607095,FROZEN PIZZA,GROCERY,0.22280977700770946,112,8209,top_5_filtered_similarity_mean,0
512,1,REFRGRATD JUICES/DRNKS,GROCERY,0.2934740440297717,FLUID MILK PRODUCTS,GROCERY,0.3483265945723694,91,25920,top_5_filtered_similarity_mean,0
512,2,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,91,11320,top_5_filtered_similarity_mean,0
512,3,TOMATOES,PRODUCE,0.266733281915695,VEGETABLES - ALL OTHERS,PRODUCE,0.2848437197977615,91,15256,top_5_filtered_similarity_mean,0
513,1,TROPICAL FRUIT,PRODUCE,0.32950525469865655,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,152,32466,top_5_filtered_similarity_mean,0
513,2,COLD CEREAL,GROCERY,0.3217614965692865,FLUID MILK PRODUCTS,GROCERY,0.40360671489083316,152,25128,top_5_filtered_similarity_mean,0
513,3,FROZEN MEAT,MEAT-PCKGD,0.20665363864607095,FROZEN PIZZA,GROCERY,0.22280977700770946,152,8209,top_5_filtered_similarity_mean,0
514,1,FLUID MILK PRODUCTS,GROCERY,0.40836327100501374,BAKED BREAD/BUNS/ROLLS,GROCERY,0.4796043164210295,97,69198,top_5_filtered_similarity_mean,0
514,2,VEGETABLES - ALL OTHERS,PRODUCE,0.28267885053451364,ONIONS,PRODUCE,0.29553283050427526,97,16345,top_5_filtered_similarity_mean,0
514,3,DELI MEATS,DELI,0.2577669232696405,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,97,17114,top_5_filtered_similarity_mean,0
515,1,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,117,11320,top_5_filtered_similarity_mean,0
515,2,VEGETABLES SALAD,PRODUCE,0.2436765080727091,TOMATOES,PRODUCE,0.3217203886769275,117,10708,top_5_filtered_similarity_mean,0
515,3,FRZN POTATOES,GROCERY,0.20470585261845428,FROZEN PIZZA,GROCERY,0.2140193763716565,117,8110,top_5_filtered_similarity_mean,0
516,1,EGGS,GROCERY,0.33390048380716264,FLUID MILK PRODUCTS,GROCERY,0.3929214210952837,40,27866,top_5_filtered_similarity_mean,0
516,2,TROPICAL FRUIT,PRODUCE,0.3177848192486958,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,40,32466,top_5_filtered_similarity_mean,0
516,3,LUNCHMEAT,MEAT-PCKGD,0.30792961782186057,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3602845074558083,40,23697,top_5_filtered_similarity_mean,0
517,1,LUNCHMEAT,MEAT-PCKGD,0.30792961782186057,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3602845074558083,153,23697,top_5_filtered_similarity_mean,0
517,2,BEANS - CANNED GLASS & MW,GROCERY,0.25488649197794444,VEGETABLES - SHELF STABLE,GROCERY,0.3400501483841249,153,9495,top_5_filtered_similarity_mean,0
517,3,CARROTS,PRODUCE,0.22085074583064973,VEGETABLES - ALL OTHERS,PRODUCE,0.2897394778503322,153,8400,top_5_filtered_similarity_mean,0
518,1,DRY SAUCES/GRAVY,GROCERY,0.22825558527576656,VEGETABLES - SHELF STABLE,GROCERY,0.28639110921850763,164,6488,top_5_filtered_similarity_mean,0
518,2,BROCCOLI/CAULIFLOWER,PRODUCE,0.1763248300321087,VEGETABLES - ALL OTHERS,PRODUCE,0.2246485340381617,164,4469,top_5_filtered_similarity_mean,0
518,3,SEAFOOD - FROZEN,SEAFOOD-PCKGD,0.16338154190474155,BEEF,MEAT,0.16883103705314065,164,7517,top_5_filtered_similarity_mean,0
519,1,BEEF,MEAT,0.3477361767038814,BAKED BREAD/BUNS/ROLLS,GROCERY,0.39976606740901244,102,36695,top_5_filtered_similarity_mean,0
519,2,TROPICAL FRUIT,PRODUCE,0.3341009717543916,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,102,32466,top_5_filtered_similarity_mean,0
519,3,VEGETABLES - SHELF STABLE,GROCERY,0.3281337598370634,BEANS - CANNED GLASS & MW,GROCERY,0.3400501483841249,102,22588,top_5_filtered_similarity_mean,0
52,1,FRZN BREAKFAST FOODS,GROCERY,0.19417987606912163,FROZEN PIZZA,GROCERY,0.20076565147032396,173,7303,top_5_filtered_similarity_mean,0
52,2,BROCCOLI/CAULIFLOWER,PRODUCE,0.1763248300321087,VEGETABLES - ALL OTHERS,PRODUCE,0.2246485340381617,173,4469,top_5_filtered_similarity_mean,0
52,3,BREAD,PASTRY,0.14702932957141637,CHEESE,GROCERY,0.15576074985195162,173,7954,top_5_filtered_similarity_mean,0
520,1,PASTA SAUCE,GROCERY,0.31994101637596967,DRY NOODLES/PASTA,GROCERY,0.5010828360778531,117,11722,top_5_filtered_similarity_mean,0
520,2,FROZEN MEAT,MEAT-PCKGD,0.2001023633466546,BAKED BREAD/BUNS/ROLLS,GROCERY,0.21477550038707524,117,8209,top_5_filtered_similarity_mean,0
520,3,MUSHROOMS,PRODUCE,0.17776597519732318,ONIONS,PRODUCE,0.19739962728198437,117,4735,top_5_filtered_similarity_mean,0
521,1,VEGETABLES - SHELF STABLE,GROCERY,0.3370680022162481,BEEF,MEAT,0.35804043353862086,98,22588,top_5_filtered_similarity_mean,0
521,2,DELI MEATS,DELI,0.3238446237333811,CHEESES,DELI,0.5124038182012465,98,17114,top_5_filtered_similarity_mean,0
521,3,LUNCHMEAT,MEAT-PCKGD,0.30792961782186057,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3602845074558083,98,23697,top_5_filtered_similarity_mean,0
522,1,BAKED BREAD/BUNS/ROLLS,GROCERY,0.23184491504899762,BEEF,MEAT,0.39976606740901244,4,60263,top_5_filtered_similarity_mean,0
522,2,TROPICAL FRUIT,PRODUCE,0.12825159181581613,BEEF,MEAT,0.27065872072064595,4,32466,top_5_filtered_similarity_mean,0
522,3,LUNCHMEAT,MEAT-PCKGD,0.12821530644071705,BEEF,MEAT,0.2639010366306627,4,23697,top_5_filtered_similarity_mean,0
523,1,VEGETABLES - ALL OTHERS,PRODUCE,0.2668515286323267,ONIONS,PRODUCE,0.29553283050427526,152,16345,top_5_filtered_similarity_mean,0
523,2,BACON,MEAT-PCKGD,0.2488796177918003,EGGS,GROCERY,0.2782867893324901,152,10864,top_5_filtered_similarity_mean,0
523,3,PWDR/CRYSTL DRNK MX,GROCERY,0.16641362500407014,SUGARS/SWEETNERS,GROCERY,0.18726376219020968,152,5319,top_5_filtered_similarity_mean,0
524,1,VEGETABLES - SHELF STABLE,GROCERY,0.3317318168679626,BEEF,MEAT,0.35804043353862086,110,22588,top_5_filtered_similarity_mean,0
524,2,DELI MEATS,DELI,0.2688785464326188,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,110,17114,top_5_filtered_similarity_mean,0
524,3,SALAD MIX,PRODUCE,0.25220548956810296,CHEESE,GROCERY,0.27346556914714587,110,15518,top_5_filtered_similarity_mean,0
525,1,FLUID MILK PRODUCTS,GROCERY,0.4169089995282434,BAKED BREAD/BUNS/ROLLS,GROCERY,0.4796043164210295,89,69198,top_5_filtered_similarity_mean,0
525,2,BEEF,MEAT,0.3458112315073486,BAKED BREAD/BUNS/ROLLS,GROCERY,0.39976606740901244,89,36695,top_5_filtered_similarity_mean,0
525,3,LUNCHMEAT,MEAT-PCKGD,0.29339679797192464,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3602845074558083,89,23697,top_5_filtered_similarity_mean,0
526,1,PORK,MEAT,0.24791236641649245,BEEF,MEAT,0.3058265786268862,164,12371,top_5_filtered_similarity_mean,0
526,2,COFFEE,GROCERY,0.1871795082173457,FLUID MILK PRODUCTS,GROCERY,0.21374726865232654,164,11463,top_5_filtered_similarity_mean,0
526,3,MUSHROOMS,PRODUCE,0.17776597519732318,ONIONS,PRODUCE,0.19739962728198437,164,4735,top_5_filtered_similarity_mean,0
527,1,TROPICAL FRUIT,PRODUCE,0.3341009717543916,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,103,32466,top_5_filtered_similarity_mean,0
527,2,DINNER MXS:DRY,GROCERY,0.29201544511009053,MEAT - SHELF STABLE,GROCERY,0.3028661333919106,103,13302,top_5_filtered_similarity_mean,0
527,3,PORK,MEAT,0.24791236641649245,BEEF,MEAT,0.3058265786268862,103,12371,top_5_filtered_similarity_mean,0
528,1,BEEF,MEAT,0.3581789476862284,BAKED BREAD/BUNS/ROLLS,GROCERY,0.39976606740901244,64,36695,top_5_filtered_similarity_mean,0
528,2,DRY NOODLES/PASTA,GROCERY,0.32687840529255646,PASTA SAUCE,GROCERY,0.5010828360778531,64,14017,top_5_filtered_similarity_mean,0
528,3,DELI MEATS,DELI,0.3238446237333811,CHEESES,DELI,0.5124038182012465,64,17114,top_5_filtered_similarity_mean,0
529,1,SOUP,GROCERY,0.32200441264446633,VEGETABLES - SHELF STABLE,GROCERY,0.3347097120331105,112,23576,top_5_filtered_similarity_mean,0
529,2,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,112,11320,top_5_filtered_similarity_mean,0
529,3,BREAKFAST SAUSAGE/SANDWICHES,MEAT-PCKGD,0.24129181378349335,EGGS,GROCERY,0.25885355017337613,112,10971,top_5_filtered_similarity_mean,0
53,1,LUNCHMEAT,MEAT-PCKGD,0.30792961782186057,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3602845074558083,100,23697,top_5_filtered_similarity_mean,0
53,2,DRY BN/VEG/POTATO/RICE,GROCERY,0.27384564393921923,VEGETABLES - SHELF STABLE,GROCERY,0.3098131037514412,100,13261,top_5_filtered_similarity_mean,0
53,3,ONIONS,PRODUCE,0.2730739954110964,VEGETABLES - ALL OTHERS,PRODUCE,0.29553283050427526,100,15553,top_5_filtered_similarity_mean,0
530,1,TROPICAL FRUIT,PRODUCE,0.32979600808386483,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,126,32466,top_5_filtered_similarity_mean,0
530,2,DELI MEATS,DELI,0.3238446237333811,CHEESES,DELI,0.5124038182012465,126,17114,top_5_filtered_similarity_mean,0
530,3,FRUIT - SHELF STABLE,GROCERY,0.2689146813172519,VEGETABLES - SHELF STABLE,GROCERY,0.30687765908382175,126,13295,top_5_filtered_similarity_mean,0
531,1,CRACKERS/MISC BKD FD,GROCERY,0.3129574168401167,CHEESE,GROCERY,0.33926319918845915,86,22702,top_5_filtered_similarity_mean,0
531,2,POTATOES,PRODUCE,0.26947429957855545,BEEF,MEAT,0.2863332507481838,86,15284,top_5_filtered_similarity_mean,0
531,3,CHICKEN,MEAT,0.24823073037344917,BEEF,MEAT,0.2856478769962882,86,15042,top_5_filtered_similarity_mean,0
532,1,BEEF,MEAT,0.34491463380191123,BAKED BREAD/BUNS/ROLLS,GROCERY,0.39976606740901244,53,36695,top_5_filtered_similarity_mean,0
532,2,COLD CEREAL,GROCERY,0.3263654444104077,FLUID MILK PRODUCTS,GROCERY,0.40360671489083316,53,25128,top_5_filtered_similarity_mean,0
532,3,DELI MEATS,DELI,0.3238446237333811,CHEESES,DELI,0.5124038182012465,53,17114,top_5_filtered_similarity_mean,0
533,1,WATER - CARBONATED/FLVRD DRINK,GROCERY,0.20128799049095242,BAKED BREAD/BUNS/ROLLS,GROCERY,0.21358921676909257,124,17961,top_5_filtered_similarity_mean,0
533,2,MEAT - MISC,MEAT-PCKGD,0.20098771903766396,BAKED BREAD/BUNS/ROLLS,GROCERY,0.21992499085505302,124,8420,top_5_filtered_similarity_mean,0
533,3,MUSHROOMS,PRODUCE,0.17776597519732318,ONIONS,PRODUCE,0.19739962728198437,124,4735,top_5_filtered_similarity_mean,0
534,1,ONIONS,PRODUCE,0.2706547371374842,POTATOES,PRODUCE,0.28343653913621447,106,15553,top_5_filtered_similarity_mean,0
534,2,CONVENIENT BRKFST/WHLSM SNACKS,GROCERY,0.26756147787663664,COLD CEREAL,GROCERY,0.310442902696737,106,13987,top_5_filtered_similarity_mean,0
534,3,CHICKEN,MEAT,0.2460322150884915,BEEF,MEAT,0.2856478769962882,106,15042,top_5_filtered_similarity_mean,0
535,1,DELI MEATS,DELI,0.3238446237333811,CHEESES,DELI,0.5124038182012465,102,17114,top_5_filtered_similarity_mean,0
535,2,CONVENIENT BRKFST/WHLSM SNACKS,GROCERY,0.26756147787663664,COLD CEREAL,GROCERY,0.310442902696737,102,13987,top_5_filtered_similarity_mean,0
535,3,PEPPERS-ALL,PRODUCE,0.2445098339722407,ONIONS,PRODUCE,0.3075117366367512,102,8220,top_5_filtered_similarity_mean,0
536,1,FRUIT - SHELF STABLE,GROCERY,0.2689146813172519,VEGETABLES - SHELF STABLE,GROCERY,0.30687765908382175,110,13295,top_5_filtered_similarity_mean,0
536,2,DELI MEATS,DELI,0.2688785464326188,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,110,17114,top_5_filtered_similarity_mean,0
536,3,GRAPES,PRODUCE,0.21696833576792668,TROPICAL FRUIT,PRODUCE,0.2604548275599293,110,10107,top_5_filtered_similarity_mean,0
537,1,BAG SNACKS,GROCERY,0.35487381012469665,BAKED BREAD/BUNS/ROLLS,GROCERY,0.38992314376473686,91,41975,top_5_filtered_similarity_mean,0
537,2,POTATOES,PRODUCE,0.2621126410938427,BEEF,MEAT,0.2863332507481838,91,15284,top_5_filtered_similarity_mean,0
537,3,PORK,MEAT,0.24791236641649245,BEEF,MEAT,0.3058265786268862,91,12371,top_5_filtered_similarity_mean,0
538,1,DRY SAUCES/GRAVY,GROCERY,0.22825558527576656,VEGETABLES - SHELF STABLE,GROCERY,0.28639110921850763,161,6488,top_5_filtered_similarity_mean,0
538,2,DINNER SAUSAGE,MEAT-PCKGD,0.2163678882242317,BAKED BREAD/BUNS/ROLLS,GROCERY,0.24126544762187957,161,9863,top_5_filtered_similarity_mean,0
538,3,SEAFOOD - FROZEN,SEAFOOD-PCKGD,0.16338154190474155,BEEF,MEAT,0.16883103705314065,161,7517,top_5_filtered_similarity_mean,0
539,1,BAG SNACKS,GROCERY,0.35487381012469665,BAKED BREAD/BUNS/ROLLS,GROCERY,0.38992314376473686,83,41975,top_5_filtered_similarity_mean,0
539,2,VEGETABLES - ALL OTHERS,PRODUCE,0.27540135637613106,ONIONS,PRODUCE,0.29553283050427526,83,16345,top_5_filtered_similarity_mean,0
539,3,CHEESES,DELI,0.27331303440225463,DELI MEATS,DELI,0.5124038182012465,83,11320,top_5_filtered_similarity_mean,0
54,1,CHEESE,GROCERY,0.3871789231919197,BAKED BREAD/BUNS/ROLLS,GROCERY,0.4500893368435206,19,46856,top_5_filtered_similarity_mean,0
54,2,BEEF,MEAT,0.3216923768008751,BAKED BREAD/BUNS/ROLLS,GROCERY,0.39976606740901244,19,36695,top_5_filtered_similarity_mean,0
54,3,TROPICAL FRUIT,PRODUCE,0.29949656006115377,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,19,32466,top_5_filtered_similarity_mean,0
540,1,BEEF,MEAT,0.3581789476862284,BAKED BREAD/BUNS/ROLLS,GROCERY,0.39976606740901244,139,36695,top_5_filtered_similarity_mean,0
540,2,DELI MEATS,DELI,0.3238446237333811,CHEESES,DELI,0.5124038182012465,139,17114,top_5_filtered_similarity_mean,0
540,3,LUNCHMEAT,MEAT-PCKGD,0.3049414483221692,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3602845074558083,139,23697,top_5_filtered_similarity_mean,0
541,1,TROPICAL FRUIT,PRODUCE,0.3341009717543916,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,109,32466,top_5_filtered_similarity_mean,0
541,2,DELI MEATS,DELI,0.2627207807279318,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,109,17114,top_5_filtered_similarity_mean,0
541,3,COOKIES/CONES,GROCERY,0.2570404838344838,BAKED BREAD/BUNS/ROLLS,GROCERY,0.27011272940365044,109,17104,top_5_filtered_similarity_mean,0
542,1,DELI MEATS,DELI,0.2688785464326188,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,132,17114,top_5_filtered_similarity_mean,0
542,2,APPLES,PRODUCE,0.2522396962151765,TROPICAL FRUIT,PRODUCE,0.31575158289636746,132,13210,top_5_filtered_similarity_mean,0
542,3,PAPER TOWELS,GROCERY,0.22520754645928945,BATH TISSUES,GROCERY,0.31805533572121436,132,10170,top_5_filtered_similarity_mean,0
543,1,CHEESE,GROCERY,0.39574659032609,BAKED BREAD/BUNS/ROLLS,GROCERY,0.4500893368435206,77,46856,top_5_filtered_similarity_mean,0
543,2,TROPICAL FRUIT,PRODUCE,0.3255040611812564,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,77,32466,top_5_filtered_similarity_mean,0
543,3,DELI MEATS,DELI,0.2522153563511732,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,77,17114,top_5_filtered_similarity_mean,0
544,1,ONIONS,PRODUCE,0.2783615935036775,VEGETABLES - ALL OTHERS,PRODUCE,0.29553283050427526,116,15553,top_5_filtered_similarity_mean,0
544,2,MARGARINES,GROCERY,0.2529764303689401,CHEESE,GROCERY,0.273195535950846,116,13547,top_5_filtered_similarity_mean,0
544,3,BACON,MEAT-PCKGD,0.2458821229282068,EGGS,GROCERY,0.2782867893324901,116,10864,top_5_filtered_similarity_mean,0
545,1,SOFT DRINKS,GROCERY,0.34500519559637993,BAG SNACKS,GROCERY,0.37453996828661845,148,71545,top_5_filtered_similarity_mean,0
545,2,HOT DOGS,MEAT-PCKGD,0.24526581554569193,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3003419980271218,148,10921,top_5_filtered_similarity_mean,0
545,3,MUSHROOMS,PRODUCE,0.17776597519732318,ONIONS,PRODUCE,0.19739962728198437,148,4735,top_5_filtered_similarity_mean,0
546,1,DRY NOODLES/PASTA,GROCERY,0.33401937036796403,PASTA SAUCE,GROCERY,0.5010828360778531,96,14017,top_5_filtered_similarity_mean,0
546,2,CHEESES,DELI,0.2756888968181451,DELI MEATS,DELI,0.5124038182012465,96,11320,top_5_filtered_similarity_mean,0
546,3,CARROTS,PRODUCE,0.22085074583064973,VEGETABLES - ALL OTHERS,PRODUCE,0.2897394778503322,96,8400,top_5_filtered_similarity_mean,0
547,1,BACON,MEAT-PCKGD,0.2488796177918003,EGGS,GROCERY,0.2782867893324901,115,10864,top_5_filtered_similarity_mean,0
547,2,VEGETABLES SALAD,PRODUCE,0.2436765080727091,TOMATOES,PRODUCE,0.3217203886769275,115,10708,top_5_filtered_similarity_mean,0
547,3,DRY SAUCES/GRAVY,GROCERY,0.22825558527576656,VEGETABLES - SHELF STABLE,GROCERY,0.28639110921850763,115,6488,top_5_filtered_similarity_mean,0
548,1,MARGARINES,GROCERY,0.2529764303689401,CHEESE,GROCERY,0.273195535950846,158,13547,top_5_filtered_similarity_mean,0
548,2,GRAPES,PRODUCE,0.21653156185620864,TROPICAL FRUIT,PRODUCE,0.2604548275599293,158,10107,top_5_filtered_similarity_mean,0
548,3,FROZEN MEAT,MEAT-PCKGD,0.20665363864607095,FROZEN PIZZA,GROCERY,0.22280977700770946,158,8209,top_5_filtered_similarity_mean,0
549,1,TROPICAL FRUIT,PRODUCE,0.3341009717543916,FLUID MILK PRODUCTS,GROCERY,0.377251208615489,91,32466,top_5_filtered_similarity_mean,0
549,2,REFRGRATD JUICES/DRNKS,GROCERY,0.29075904940673347,FLUID MILK PRODUCTS,GROCERY,0.3483265945723694,91,25920,top_5_filtered_similarity_mean,0
549,3,CHICKEN,MEAT,0.24823073037344917,BEEF,MEAT,0.2856478769962882,91,15042,top_5_filtered_similarity_mean,0
55,1,COLD CEREAL,GROCERY,0.3353128912239514,FLUID MILK PRODUCTS,GROCERY,0.40360671489083316,83,25128,top_5_filtered_similarity_mean,0
55,2,TOMATOES,PRODUCE,0.2694780743432075,VEGETABLES SALAD,PRODUCE,0.3217203886769275,83,15256,top_5_filtered_similarity_mean,0
55,3,DELI MEATS,DELI,0.2688785464326188,BAKED BREAD/BUNS/ROLLS,GROCERY,0.3380404700364719,83,17114,top_5_filtered_similarity_mean,0
550,1,CHEESE,GROCERY,0.40118252985033076,BAKED BREAD/BUNS/ROLLS,GROCERY,0.4500893368435206,82,46856,top_5_filtered_similarity_mean,0
550,2,BACON,MEAT-PCKGD,0.24650377260048625,EGGS,GROCERY,0.2782867893324901,82,10864,top_5_filtered_similarity_mean,0
550,3,CHICKEN,MEAT,0.24564712468480102,BEEF,MEAT,0.2856478769962882,82,15042,top_5_filtered_similarity_mean,0
551,1,COLD CEREAL,GROCERY,0.3353128912239514,FLUID MILK PRODUCTS,GROCERY,0.40360671489083316,87,25128,top_5_filtered_similarity_mean,0
551,2,PEPPERS-ALL,PRODUCE,0.2445098339722407,ONIONS,PRODUCE,0.3075117366367512,87,8220,top_5_filtered_similarity_mean,0
